source,table,page,description,series_id,period,value
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1869,94.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1869,3.3
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1870,3058.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1870,118.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1870,109.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1870,3.7
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1871,3203.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1871,124.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1871,145.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1871,4.7
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1872,3362.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1872,130.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1872,159.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1872,5.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1873,3515.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1873,136.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1873,153.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1873,4.6
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1874,3666.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1874,142.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1874,151.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1874,4.3
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1875,3801.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1875,147.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1875,135.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1875,3.7
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1876,3857.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1876,149.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1876,56.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1876,1.5
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1877,3903.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1877,151.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1877,46.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1877,1.2
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1878,3964.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1878,153.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1878,61.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1878,1.6
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1879,4039.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1879,156.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1879,75.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1879,1.9
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1880,4105.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1880,159.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1880,66.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1880,1.6
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1881,4205.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1881,163.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1881,100.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1881,2.4
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1882,4300.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1882,166.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1882,95.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, Percentage Increase (4)",DT62AS04,1882,2.3
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, In millions £ (1)",DT62AS01,1883,4391.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Total Capital, Relative Index 1865=100 (2)",DT62AS02,1883,170.0
"Paul H. Douglas, The Theory of Wages","Table 62 Estimated Total British Capital In Terms Of The 1865 Price Level Invested Inside And Outside The United Kingdom By Years From 1865 To 1909, And Rate Of Growth Of This Capital",464,"Annual Amount Saved, In millions £ (3)",DT62AS03,1883,91.0
